epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,27188.7,1.24488,0.76899,1.12171,0.73396,0.24395,0.31765,0.1781,1.5932,0.91696,1.05565,0.006931,0.006931,0.006931
33,27581.7,1.23819,0.74941,1.11139,0.72629,0.24562,0.32258,0.18016,1.59308,0.91241,1.05204,0.006832,0.006832,0.006832
34,27993,1.24202,0.76146,1.11232,0.74567,0.24242,0.32253,0.18191,1.57929,0.91978,1.05397,0.006733,0.006733,0.006733
35,28388.4,1.23777,0.75184,1.11574,0.74282,0.25146,0.33291,0.18561,1.57971,0.90881,1.0479,0.006634,0.006634,0.006634
36,28773.6,1.23648,0.7502,1.11053,0.73776,0.25038,0.32624,0.18294,1.57801,0.89581,1.05164,0.006535,0.006535,0.006535
37,29171.4,1.23646,0.7416,1.11386,0.74967,0.24925,0.32935,0.1862,1.56352,0.88988,1.04797,0.006436,0.006436,0.006436
38,29570.4,1.23434,0.75156,1.1103,0.7442,0.25116,0.33165,0.18578,1.5678,0.90306,1.04722,0.006337,0.006337,0.006337
39,29946.2,1.23231,0.75131,1.10629,0.7166,0.25003,0.3219,0.18217,1.56021,0.88219,1.04175,0.006238,0.006238,0.006238
40,30350.8,1.2202,0.74417,1.10459,0.74815,0.24635,0.32749,0.18571,1.5605,0.89389,1.04387,0.006139,0.006139,0.006139
41,30738,1.22061,0.741,1.10573,0.7431,0.24796,0.32756,0.1856,1.55948,0.89039,1.04509,0.00604,0.00604,0.00604
42,31143.9,1.216,0.73966,1.1037,0.74883,0.247,0.3292,0.18668,1.55469,0.8833,1.04145,0.005941,0.005941,0.005941
43,31544.5,1.21762,0.72881,1.10253,0.74753,0.24734,0.32741,0.18775,1.55174,0.88691,1.04113,0.005842,0.005842,0.005842
44,31951.9,1.21394,0.72859,1.10644,0.7544,0.24748,0.32939,0.18768,1.54774,0.88452,1.03799,0.005743,0.005743,0.005743
45,32340.9,1.21247,0.72656,1.09951,0.74535,0.25476,0.33551,0.19132,1.54262,0.86551,1.03752,0.005644,0.005644,0.005644
46,32734.7,1.20693,0.72305,1.09595,0.73753,0.25098,0.33264,0.18956,1.54643,0.88034,1.03718,0.005545,0.005545,0.005545
47,33137.2,1.2053,0.72082,1.09615,0.76741,0.25693,0.3436,0.19537,1.54028,0.86308,1.03731,0.005446,0.005446,0.005446
48,33529.7,1.20263,0.72319,1.09314,0.74855,0.25539,0.33715,0.19116,1.53958,0.85433,1.03529,0.005347,0.005347,0.005347
49,33932.2,1.19987,0.72061,1.0968,0.75643,0.25156,0.33442,0.19021,1.53358,0.86933,1.03504,0.005248,0.005248,0.005248
50,34319.8,1.20037,0.7162,1.09464,0.74691,0.25516,0.33617,0.19193,1.53464,0.86406,1.03702,0.005149,0.005149,0.005149
51,34688.8,1.19258,0.71079,1.092,0.74787,0.25715,0.33845,0.19233,1.52845,0.86379,1.03236,0.00505,0.00505,0.00505
52,35103.7,1.1896,0.7081,1.09033,0.75602,0.25637,0.34144,0.19471,1.53374,0.86985,1.03546,0.004951,0.004951,0.004951
53,35501.9,1.18921,0.70782,1.08962,0.75934,0.25501,0.33996,0.19503,1.52331,0.86526,1.03312,0.004852,0.004852,0.004852
54,35888.6,1.18572,0.70577,1.09385,0.75141,0.25796,0.34215,0.19557,1.52427,0.85721,1.03168,0.004753,0.004753,0.004753
55,36287.5,1.18582,0.7134,1.09118,0.75371,0.25831,0.34174,0.19504,1.52743,0.84781,1.03435,0.004654,0.004654,0.004654
56,36677.4,1.17647,0.69294,1.08384,0.75616,0.25736,0.34279,0.19617,1.52172,0.85279,1.032,0.004555,0.004555,0.004555
57,37067.3,1.17904,0.70026,1.08367,0.76165,0.25683,0.34127,0.1953,1.51838,0.85336,1.03009,0.004456,0.004456,0.004456
58,37438,1.16656,0.69289,1.08688,0.74101,0.25867,0.34306,0.19605,1.51568,0.83944,1.02974,0.004357,0.004357,0.004357
59,37822.3,1.16853,0.68973,1.08163,0.75239,0.25914,0.34385,0.19628,1.51591,0.84694,1.02781,0.004258,0.004258,0.004258
60,38197.6,1.16663,0.68612,1.09024,0.75968,0.25746,0.34549,0.19785,1.51506,0.85332,1.02884,0.004159,0.004159,0.004159
61,38580.5,1.16861,0.67995,1.08475,0.75943,0.25718,0.34413,0.19736,1.51461,0.8477,1.02741,0.00406,0.00406,0.00406
62,38979.5,1.16938,0.6858,1.08182,0.75776,0.25666,0.34258,0.19736,1.51265,0.84513,1.02898,0.003961,0.003961,0.003961
63,39367.2,1.17251,0.68775,1.08701,0.75138,0.25914,0.34485,0.19813,1.51117,0.83617,1.02822,0.003862,0.003862,0.003862
64,39758.1,1.15244,0.67732,1.07845,0.75476,0.25993,0.34514,0.19791,1.50823,0.835,1.02639,0.003763,0.003763,0.003763
65,40138.1,1.16221,0.67911,1.08514,0.75946,0.26119,0.34774,0.19916,1.51014,0.83335,1.02585,0.003664,0.003664,0.003664
66,40528.6,1.15249,0.67919,1.07558,0.76689,0.25988,0.34812,0.20013,1.50711,0.83507,1.02453,0.003565,0.003565,0.003565
67,40931.5,1.15472,0.67542,1.07609,0.75675,0.26018,0.34753,0.19992,1.50733,0.83635,1.02614,0.003466,0.003466,0.003466
68,41316.2,1.1601,0.67503,1.08267,0.76681,0.26094,0.35108,0.20255,1.50448,0.83662,1.02625,0.003367,0.003367,0.003367
69,41707.1,1.15516,0.67936,1.07554,0.7689,0.26057,0.35009,0.20115,1.50599,0.83334,1.02692,0.003268,0.003268,0.003268
70,42063.6,1.14989,0.67688,1.07749,0.76594,0.2619,0.34969,0.20155,1.50317,0.83005,1.02587,0.003169,0.003169,0.003169
71,42403.8,1.14411,0.66155,1.06881,0.76145,0.26142,0.35042,0.20187,1.4997,0.83255,1.02409,0.00307,0.00307,0.00307
72,42749.6,1.14164,0.66077,1.0738,0.76514,0.25983,0.3499,0.20173,1.50187,0.83348,1.02394,0.002971,0.002971,0.002971
73,43097.5,1.13801,0.66243,1.06671,0.76453,0.26131,0.35088,0.2024,1.49875,0.82931,1.02354,0.002872,0.002872,0.002872
74,43455.4,1.14218,0.66312,1.07108,0.76388,0.26282,0.35253,0.20338,1.49817,0.82601,1.02312,0.002773,0.002773,0.002773
75,46600.7,1.14201,0.66148,1.07518,0.75983,0.26287,0.35269,0.20337,1.49772,0.82407,1.02286,0.002674,0.002674,0.002674
76,48953,1.13092,0.65698,1.06828,0.76906,0.26225,0.35242,0.20367,1.49635,0.829,1.02408,0.002575,0.002575,0.002575
77,49296.2,1.13757,0.65713,1.06551,0.76653,0.26265,0.35254,0.20416,1.49321,0.82591,1.02271,0.002476,0.002476,0.002476
78,49644.2,1.13313,0.64933,1.06273,0.76834,0.26272,0.35338,0.20457,1.49281,0.82561,1.02178,0.002377,0.002377,0.002377
79,49998.4,1.12653,0.65029,1.06689,0.7736,0.26179,0.35502,0.20575,1.49304,0.83381,1.02224,0.002278,0.002278,0.002278
80,50347.7,1.13433,0.65565,1.06873,0.77067,0.26325,0.35544,0.20555,1.49226,0.82616,1.02213,0.002179,0.002179,0.002179
81,50700.8,1.13574,0.65687,1.06957,0.76763,0.26315,0.35401,0.20463,1.49267,0.82572,1.02196,0.00208,0.00208,0.00208
82,51047.1,1.12762,0.64775,1.06317,0.7652,0.26321,0.35327,0.20383,1.494,0.82363,1.02186,0.001981,0.001981,0.001981
83,51393.4,1.13812,0.65294,1.06648,0.76383,0.26275,0.35203,0.20349,1.49333,0.8224,1.02204,0.001882,0.001882,0.001882
84,51737.1,1.11987,0.6431,1.06563,0.763,0.2632,0.35389,0.20462,1.49381,0.82491,1.02224,0.001783,0.001783,0.001783
85,52088.4,1.13078,0.65021,1.05774,0.76362,0.26376,0.35444,0.20462,1.49346,0.82447,1.02149,0.001684,0.001684,0.001684
86,54568.7,1.11494,0.6369,1.05931,0.75878,0.26343,0.3534,0.20404,1.49329,0.82104,1.02143,0.001585,0.001585,0.001585
87,55411.6,1.11501,0.63838,1.06127,0.75679,0.26449,0.3544,0.20479,1.49367,0.81884,1.02176,0.001486,0.001486,0.001486
88,55754.9,1.11822,0.64115,1.05662,0.75742,0.26542,0.35491,0.20521,1.49212,0.81678,1.02147,0.001387,0.001387,0.001387
89,56100.5,1.11662,0.64132,1.05749,0.76003,0.26635,0.35586,0.20571,1.49069,0.81406,1.02105,0.001288,0.001288,0.001288
90,56449.9,1.11234,0.63411,1.06156,0.76074,0.26625,0.35631,0.20652,1.48961,0.81504,1.02105,0.001189,0.001189,0.001189
91,56804.7,1.07722,0.60519,1.05463,0.76718,0.263,0.35588,0.20625,1.49063,0.82403,1.02167,0.00109,0.00109,0.00109
92,57156.2,1.0653,0.59114,1.04669,0.77322,0.26091,0.35689,0.20675,1.49057,0.83268,1.02096,0.000991,0.000991,0.000991
93,57507.4,1.0639,0.59391,1.04999,0.78018,0.25836,0.35712,0.20736,1.48971,0.8397,1.02064,0.000892,0.000892,0.000892
94,57860.7,1.05922,0.58864,1.04705,0.77918,0.25734,0.35694,0.20749,1.48964,0.8436,1.02087,0.000793,0.000793,0.000793
95,58220.9,1.06176,0.58721,1.04268,0.78338,0.25635,0.35776,0.20805,1.48932,0.84627,1.02084,0.000694,0.000694,0.000694
96,58575.9,1.05699,0.5836,1.0429,0.78151,0.25564,0.35751,0.20808,1.48966,0.84758,1.02084,0.000595,0.000595,0.000595
97,58960.5,1.05104,0.57969,1.04648,0.78247,0.25534,0.35724,0.20787,1.49016,0.84901,1.02105,0.000496,0.000496,0.000496
98,59342.1,1.05378,0.58011,1.04205,0.78471,0.25486,0.3574,0.20799,1.49028,0.84997,1.0209,0.000397,0.000397,0.000397
99,59705.4,1.05184,0.57468,1.03846,0.78409,0.25481,0.35745,0.20804,1.4905,0.85051,1.02106,0.000298,0.000298,0.000298
100,60056.3,1.05074,0.57871,1.04715,0.78388,0.25451,0.35721,0.20806,1.49048,0.85118,1.02118,0.000199,0.000199,0.000199
