epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,47651.4,1.56439,0.83982,1.02967,0.76238,0.32139,0.39811,0.22263,1.46383,0.71985,0.99563,0.006238,0.006238,0.006238
40,48257.7,1.56763,0.84035,1.02756,0.77205,0.32056,0.39825,0.22325,1.46414,0.71779,0.9958,0.006139,0.006139,0.006139
41,52511.2,1.56568,0.84189,1.03143,0.76726,0.32094,0.39797,0.22238,1.46185,0.7164,0.99524,0.00604,0.00604,0.00604
42,57489.6,1.54777,0.83034,1.02611,0.77021,0.32175,0.4003,0.22369,1.45939,0.71453,0.9936,0.005941,0.005941,0.005941
43,60402,1.55684,0.83106,1.02229,0.77554,0.32143,0.40057,0.22417,1.45772,0.71259,0.99393,0.005842,0.005842,0.005842
44,60982.2,1.54497,0.82618,1.02671,0.7782,0.32225,0.40257,0.22594,1.45379,0.70917,0.99277,0.005743,0.005743,0.005743
45,61563.9,1.54551,0.82038,1.01819,0.78224,0.32187,0.40322,0.22633,1.45064,0.70768,0.99141,0.005644,0.005644,0.005644
46,62193,1.55266,0.83179,1.02505,0.78305,0.32202,0.40357,0.22629,1.45089,0.70633,0.99065,0.005545,0.005545,0.005545
47,62854.5,1.54204,0.82086,1.02254,0.78036,0.32446,0.40455,0.22691,1.45066,0.7055,0.99127,0.005446,0.005446,0.005446
48,63482.9,1.53896,0.81993,1.02064,0.78223,0.32469,0.4042,0.22659,1.44806,0.70378,0.99006,0.005347,0.005347,0.005347
49,64098.2,1.54128,0.82044,1.01917,0.7791,0.32389,0.40389,0.22644,1.44681,0.70385,0.98997,0.005248,0.005248,0.005248
50,64729.1,1.53169,0.81165,1.01758,0.77918,0.32391,0.40377,0.22744,1.44362,0.70185,0.98943,0.005149,0.005149,0.005149
51,65364.9,1.53998,0.81664,1.01843,0.78053,0.32419,0.4052,0.22824,1.44112,0.70056,0.98841,0.00505,0.00505,0.00505
52,65976.5,1.52618,0.81073,1.02203,0.78529,0.32562,0.4073,0.22924,1.44002,0.69782,0.98804,0.004951,0.004951,0.004951
53,66628.6,1.52949,0.80815,1.01684,0.78278,0.32578,0.40804,0.22948,1.43941,0.69632,0.98812,0.004852,0.004852,0.004852
54,67293.4,1.5265,0.80314,1.01279,0.78466,0.32625,0.40772,0.22937,1.43927,0.69417,0.98715,0.004753,0.004753,0.004753
55,67915.2,1.52197,0.80275,1.01275,0.78194,0.32529,0.40569,0.22875,1.43694,0.69219,0.98643,0.004654,0.004654,0.004654
56,68488.2,1.52343,0.80188,1.01357,0.78145,0.32709,0.40751,0.23006,1.43573,0.69046,0.98601,0.004555,0.004555,0.004555
57,69102.5,1.52769,0.80412,1.01371,0.78088,0.32792,0.40824,0.23069,1.43503,0.6897,0.98643,0.004456,0.004456,0.004456
58,70670.5,1.51025,0.79432,1.0118,0.78319,0.32746,0.4087,0.23122,1.43384,0.68882,0.98575,0.004357,0.004357,0.004357
59,71263.8,1.52071,0.80078,1.01111,0.7834,0.32794,0.40971,0.23191,1.43305,0.68787,0.98587,0.004258,0.004258,0.004258
60,71916.5,1.51083,0.79169,1.01496,0.78482,0.32774,0.41024,0.23207,1.43207,0.68657,0.98598,0.004159,0.004159,0.004159
61,72714.1,1.5089,0.79197,1.00723,0.77927,0.32916,0.41062,0.23259,1.43075,0.68525,0.98581,0.00406,0.00406,0.00406
62,73519.1,1.49876,0.7807,1.0119,0.78112,0.32905,0.41086,0.23293,1.4293,0.68431,0.98543,0.003961,0.003961,0.003961
63,74498.9,1.51574,0.79413,1.01105,0.77988,0.32971,0.41095,0.23303,1.42911,0.68371,0.98518,0.003862,0.003862,0.003862
64,75186.5,1.49949,0.7808,1.00901,0.78495,0.3287,0.41118,0.23346,1.42813,0.68299,0.98455,0.003763,0.003763,0.003763
65,75906,1.4991,0.78439,1.00837,0.78185,0.32882,0.41105,0.23351,1.42647,0.68167,0.98388,0.003664,0.003664,0.003664
66,76614.7,1.49843,0.78495,1.00668,0.78061,0.33003,0.41176,0.23421,1.4252,0.68032,0.98354,0.003565,0.003565,0.003565
67,77317.9,1.49824,0.77977,1.00629,0.78013,0.33054,0.41193,0.23419,1.42449,0.67915,0.98353,0.003466,0.003466,0.003466
68,79813.8,1.50182,0.78209,1.00898,0.77738,0.32955,0.41105,0.23391,1.42336,0.67816,0.98321,0.003367,0.003367,0.003367
69,80456.7,1.49009,0.77473,1.00447,0.77856,0.33071,0.41264,0.23475,1.42272,0.67756,0.98292,0.003268,0.003268,0.003268
70,81093.1,1.49069,0.77541,1.00523,0.77816,0.33104,0.41279,0.23498,1.422,0.6766,0.98265,0.003169,0.003169,0.003169
71,81777.6,1.49315,0.77153,1.00574,0.77895,0.33132,0.41325,0.23525,1.42155,0.67614,0.98238,0.00307,0.00307,0.00307
72,82438.7,1.48936,0.77249,1.00406,0.77971,0.33167,0.41347,0.23549,1.42123,0.6758,0.9822,0.002971,0.002971,0.002971
73,83168.2,1.48335,0.76819,1.0027,0.77826,0.3319,0.41386,0.23555,1.42087,0.6756,0.98193,0.002872,0.002872,0.002872
74,83840.3,1.48937,0.76985,1.00278,0.77652,0.33069,0.41282,0.23493,1.42022,0.67525,0.98168,0.002773,0.002773,0.002773
75,84611,1.47666,0.76467,1.00239,0.77706,0.33234,0.41444,0.23598,1.4198,0.67488,0.9815,0.002674,0.002674,0.002674
76,85328.8,1.48501,0.76561,1.00381,0.77562,0.3327,0.41445,0.23606,1.4191,0.67462,0.98121,0.002575,0.002575,0.002575
77,86062.7,1.48433,0.76819,1.00111,0.7756,0.3327,0.41449,0.23619,1.41846,0.67427,0.981,0.002476,0.002476,0.002476
78,86681.2,1.47722,0.75981,0.99665,0.77565,0.33248,0.41442,0.23637,1.41785,0.67377,0.98077,0.002377,0.002377,0.002377
79,87284.2,1.47898,0.75757,0.99997,0.77599,0.3328,0.41473,0.23649,1.41742,0.67333,0.98057,0.002278,0.002278,0.002278
80,87866,1.47372,0.75786,0.99953,0.77663,0.33291,0.41502,0.23672,1.4171,0.67294,0.9805,0.002179,0.002179,0.002179
81,88470,1.47778,0.75847,0.99906,0.77504,0.33318,0.41525,0.23696,1.4167,0.67254,0.9804,0.00208,0.00208,0.00208
82,89068,1.46476,0.75346,0.99988,0.77525,0.33324,0.41539,0.23717,1.41619,0.672,0.98025,0.001981,0.001981,0.001981
83,89682.4,1.4685,0.75109,0.99585,0.77412,0.3336,0.41545,0.23734,1.41595,0.67161,0.98019,0.001882,0.001882,0.001882
84,95174.2,1.46378,0.74781,0.99604,0.77482,0.3319,0.41431,0.23675,1.41558,0.67123,0.98004,0.001783,0.001783,0.001783
85,96133.9,1.4483,0.74325,0.99655,0.7749,0.33371,0.41595,0.23753,1.41531,0.67088,0.97987,0.001684,0.001684,0.001684
86,96713.8,1.46365,0.74575,0.99298,0.77496,0.33371,0.41613,0.23764,1.41505,0.67063,0.97971,0.001585,0.001585,0.001585
87,97376.7,1.4564,0.74321,0.99513,0.77425,0.33384,0.41631,0.23782,1.41475,0.67032,0.97962,0.001486,0.001486,0.001486
88,98117.8,1.44615,0.73891,0.99264,0.77477,0.33399,0.41645,0.238,1.41457,0.67004,0.97954,0.001387,0.001387,0.001387
89,98838.7,1.45418,0.74068,0.99031,0.77563,0.33389,0.41648,0.23805,1.41437,0.66984,0.97948,0.001288,0.001288,0.001288
90,101453,1.45927,0.74111,0.99005,0.77521,0.33394,0.41654,0.23817,1.41417,0.66962,0.97939,0.001189,0.001189,0.001189
91,102054,1.418,0.70367,0.99063,0.77491,0.33419,0.41672,0.2383,1.41407,0.6694,0.97931,0.00109,0.00109,0.00109
92,102636,1.41767,0.69526,0.98376,0.77594,0.33414,0.41701,0.23849,1.41394,0.66921,0.97925,0.000991,0.000991,0.000991
93,103307,1.40593,0.69448,0.98432,0.77588,0.33419,0.41724,0.23863,1.41376,0.66892,0.97916,0.000892,0.000892,0.000892
94,103990,1.40157,0.68931,0.98371,0.77952,0.33386,0.41744,0.23876,1.41358,0.66867,0.97908,0.000793,0.000793,0.000793
95,104712,1.40673,0.69026,0.98244,0.7808,0.33401,0.41777,0.23893,1.41346,0.66845,0.97898,0.000694,0.000694,0.000694
96,107244,1.40695,0.69021,0.98319,0.78065,0.33419,0.418,0.23905,1.41332,0.66818,0.97892,0.000595,0.000595,0.000595
97,107821,1.39674,0.68134,0.98111,0.78,0.33431,0.41826,0.23925,1.41313,0.66792,0.97884,0.000496,0.000496,0.000496
98,108431,1.40256,0.68364,0.98201,0.7815,0.33406,0.41836,0.23933,1.41301,0.66764,0.97877,0.000397,0.000397,0.000397
99,109110,1.39766,0.68157,0.9807,0.78181,0.33265,0.41732,0.23866,1.41291,0.66739,0.97872,0.000298,0.000298,0.000298
100,109785,1.39755,0.6837,0.97841,0.78238,0.33381,0.41842,0.23952,1.41282,0.66717,0.97867,0.000199,0.000199,0.000199
