epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,27932.5,1.61638,0.88675,1.04318,0.75137,0.30567,0.37692,0.20694,1.5188,0.77455,1.01221,0.005842,0.005842,0.005842
23,28504.1,1.61083,0.88316,1.04039,0.76092,0.30635,0.37899,0.20871,1.51803,0.76585,1.01156,0.005644,0.005644,0.005644
24,37128,1.61012,0.88259,1.03834,0.7513,0.30897,0.37938,0.20859,1.51549,0.76679,1.01054,0.005446,0.005446,0.005446
25,37699.3,1.58724,0.86319,1.03747,0.7518,0.31187,0.38358,0.2125,1.50446,0.7573,1.0055,0.005248,0.005248,0.005248
26,38238.7,1.58436,0.86002,1.03656,0.75174,0.31288,0.38359,0.21166,1.50545,0.7543,1.00648,0.00505,0.00505,0.00505
27,38837.3,1.59005,0.86057,1.03628,0.75924,0.31205,0.38499,0.21394,1.49336,0.74715,1.00521,0.004852,0.004852,0.004852
28,39450,1.58573,0.85725,1.03519,0.76165,0.31358,0.38493,0.21419,1.48986,0.74218,1.00188,0.004654,0.004654,0.004654
29,40017.4,1.58303,0.85478,1.03914,0.75711,0.31298,0.38373,0.21405,1.48476,0.73905,1.00186,0.004456,0.004456,0.004456
30,40607.6,1.57329,0.84115,1.03238,0.76279,0.31342,0.38776,0.21702,1.48153,0.73408,1.00169,0.004258,0.004258,0.004258
31,45400.3,1.57069,0.84595,1.0334,0.76896,0.31526,0.38953,0.21739,1.48223,0.72919,1.0006,0.00406,0.00406,0.00406
32,45947.2,1.55954,0.83271,1.02883,0.77121,0.31537,0.38951,0.21693,1.47878,0.73179,0.99935,0.003862,0.003862,0.003862
33,46503.9,1.55673,0.82757,1.02507,0.7642,0.31593,0.39094,0.21836,1.47345,0.7261,0.9967,0.003664,0.003664,0.003664
34,47150.2,1.5493,0.82467,1.02737,0.7684,0.31814,0.39245,0.21908,1.47362,0.72311,0.99697,0.003466,0.003466,0.003466
35,47773.7,1.53807,0.81522,1.0251,0.76545,0.31907,0.39287,0.22072,1.47034,0.72251,0.99605,0.003268,0.003268,0.003268
36,48419.7,1.53504,0.81218,1.02137,0.76575,0.31895,0.39453,0.22221,1.4663,0.71763,0.99566,0.00307,0.00307,0.00307
37,51128.6,1.53073,0.80431,1.01975,0.76628,0.31947,0.39556,0.22246,1.46305,0.71621,0.99403,0.002872,0.002872,0.002872
38,52948.9,1.53575,0.80922,1.01721,0.76834,0.322,0.39732,0.22345,1.46091,0.71114,0.99346,0.002674,0.002674,0.002674
39,53521.2,1.52376,0.80317,1.01847,0.77319,0.32149,0.39727,0.22419,1.45735,0.70891,0.99265,0.002476,0.002476,0.002476
40,54099.7,1.52482,0.80014,1.01537,0.76865,0.32318,0.39866,0.22509,1.454,0.70587,0.992,0.002278,0.002278,0.002278
41,58161.7,1.48608,0.76166,1.01601,0.7697,0.32117,0.39841,0.22453,1.46102,0.70985,0.99358,0.00208,0.00208,0.00208
42,59268,1.47999,0.75723,1.01062,0.77827,0.32026,0.39981,0.22484,1.46031,0.70636,0.99375,0.001882,0.001882,0.001882
43,59853.3,1.47804,0.7511,1.00861,0.77449,0.32044,0.40171,0.22651,1.45757,0.70472,0.99337,0.001684,0.001684,0.001684
44,60405.1,1.47281,0.74485,1.00783,0.77536,0.32091,0.4016,0.22637,1.45567,0.70317,0.9925,0.001486,0.001486,0.001486
45,61030.2,1.4658,0.74028,1.00745,0.77271,0.32129,0.40175,0.22689,1.45478,0.70266,0.99173,0.001288,0.001288,0.001288
46,61675.3,1.46108,0.73582,1.00345,0.7723,0.32283,0.40281,0.22786,1.45147,0.70053,0.99115,0.00109,0.00109,0.00109
47,62322.2,1.45287,0.72812,1.00327,0.77702,0.3229,0.40392,0.22856,1.45038,0.69947,0.99026,0.000892,0.000892,0.000892
48,65425.9,1.45255,0.72698,1.00235,0.78023,0.32132,0.40281,0.22819,1.44879,0.69847,0.99019,0.000694,0.000694,0.000694
49,66062.6,1.44206,0.71693,0.99967,0.77621,0.32268,0.40345,0.2286,1.44861,0.69753,0.98996,0.000496,0.000496,0.000496
50,66786.7,1.43833,0.71329,0.99683,0.77886,0.3223,0.40447,0.22924,1.44856,0.69632,0.99023,0.000298,0.000298,0.000298
