epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,3039.52,1.70072,1.0502,1.11224,0.78302,0.34784,0.42643,0.24285,1.58309,0.89369,1.08853,0.007228,0.007228,0.007228
30,3209,1.70731,1.0527,1.10725,0.78451,0.3482,0.42614,0.24407,1.57371,0.88838,1.08178,0.007129,0.007129,0.007129
31,3377.04,1.70155,1.04715,1.10887,0.7783,0.35224,0.42877,0.24343,1.57808,0.88533,1.08329,0.00703,0.00703,0.00703
32,3545.82,1.70075,1.04602,1.10141,0.77934,0.35354,0.43013,0.24499,1.57094,0.88145,1.07839,0.006931,0.006931,0.006931
33,3714.4,1.69003,1.03777,1.10356,0.77876,0.35311,0.43238,0.24609,1.57381,0.87689,1.07853,0.006832,0.006832,0.006832
34,3885.16,1.69158,1.03459,1.10039,0.77773,0.35402,0.43252,0.24777,1.56349,0.87217,1.07234,0.006733,0.006733,0.006733
35,4054.04,1.68852,1.02697,1.10025,0.78947,0.35328,0.43412,0.24816,1.56401,0.86748,1.07763,0.006634,0.006634,0.006634
36,4221.88,1.69636,1.03819,1.09676,0.78437,0.35593,0.4346,0.2489,1.56102,0.86438,1.07324,0.006535,0.006535,0.006535
37,4390.32,1.67081,1.01791,1.09422,0.78334,0.35651,0.435,0.24886,1.55952,0.86063,1.07071,0.006436,0.006436,0.006436
38,4559.44,1.67518,1.01804,1.09368,0.78667,0.35719,0.43731,0.25003,1.55835,0.85807,1.06857,0.006337,0.006337,0.006337
39,4726.7,1.67014,1.01135,1.08989,0.79056,0.35762,0.4384,0.25128,1.55113,0.85436,1.06545,0.006238,0.006238,0.006238
40,2725.48,1.68213,1.01342,1.09033,0.78684,0.36006,0.43912,0.25163,1.55311,0.85097,1.06512,0.006139,0.006139,0.006139
41,2903.16,1.6737,1.00745,1.08482,0.78796,0.36029,0.43979,0.25279,1.55101,0.84643,1.06492,0.00604,0.00604,0.00604
42,3078.31,1.67054,1.0026,1.08935,0.79569,0.35908,0.43971,0.2529,1.55122,0.84682,1.06414,0.005941,0.005941,0.005941
43,3251.42,1.67418,1.00644,1.08271,0.78913,0.35881,0.43897,0.25249,1.55022,0.84675,1.06217,0.005842,0.005842,0.005842
44,3426.07,1.66577,1.00378,1.08521,0.79253,0.35932,0.44027,0.25402,1.54872,0.84339,1.06211,0.005743,0.005743,0.005743
45,3599.97,1.66162,0.99879,1.07924,0.78907,0.36044,0.44211,0.25448,1.54486,0.83922,1.06031,0.005644,0.005644,0.005644
46,3774.13,1.66688,1.00035,1.07812,0.78704,0.36256,0.44319,0.25493,1.54417,0.83692,1.05824,0.005545,0.005545,0.005545
47,3949.45,1.64847,0.98497,1.07785,0.78882,0.36301,0.44318,0.25501,1.54126,0.83345,1.05657,0.005446,0.005446,0.005446
48,4125.19,1.65618,0.9918,1.07759,0.78954,0.36439,0.44557,0.25632,1.53806,0.8319,1.05653,0.005347,0.005347,0.005347
49,4300.75,1.64117,0.97689,1.07443,0.78921,0.36492,0.44506,0.25626,1.5384,0.82967,1.05521,0.005248,0.005248,0.005248
50,4475.97,1.65837,0.99378,1.07641,0.79593,0.36404,0.44559,0.25628,1.53695,0.82868,1.05459,0.005149,0.005149,0.005149
51,4650.62,1.6294,0.9662,1.07269,0.79527,0.36528,0.44675,0.25674,1.53551,0.82687,1.05299,0.00505,0.00505,0.00505
52,4825.24,1.64635,0.98053,1.0725,0.79194,0.36545,0.44676,0.25733,1.53298,0.82619,1.05253,0.004951,0.004951,0.004951
53,5000.26,1.63209,0.97027,1.06979,0.79743,0.3657,0.44796,0.25795,1.5319,0.82491,1.05222,0.004852,0.004852,0.004852
54,5176.19,1.6432,0.97766,1.07149,0.79569,0.36646,0.44772,0.25763,1.53108,0.82182,1.05174,0.004753,0.004753,0.004753
55,5352.42,1.6347,0.96881,1.06855,0.79549,0.36601,0.44816,0.25822,1.52968,0.82041,1.05121,0.004654,0.004654,0.004654
56,5527.39,1.6263,0.9649,1.06772,0.79741,0.36558,0.44849,0.25854,1.52911,0.81922,1.04982,0.004555,0.004555,0.004555
57,5702.7,1.63597,0.96908,1.06697,0.80517,0.36475,0.44916,0.25893,1.52819,0.81771,1.04945,0.004456,0.004456,0.004456
58,5877.84,1.62939,0.96393,1.06908,0.80574,0.36434,0.44908,0.25912,1.52752,0.81623,1.04944,0.004357,0.004357,0.004357
59,6053.25,1.63381,0.9661,1.0649,0.80213,0.3657,0.44972,0.25933,1.52621,0.81506,1.04883,0.004258,0.004258,0.004258
60,6228.42,1.62361,0.95821,1.06686,0.80412,0.36631,0.45035,0.25956,1.52553,0.81377,1.04846,0.004159,0.004159,0.004159
61,6403.42,1.62621,0.95708,1.06487,0.80507,0.36616,0.45086,0.26,1.52409,0.81272,1.04742,0.00406,0.00406,0.00406
62,6578.63,1.62411,0.95149,1.0643,0.80023,0.36706,0.45124,0.26057,1.52266,0.81199,1.04669,0.003961,0.003961,0.003961
63,6753.93,1.63318,0.96529,1.06162,0.79721,0.36805,0.45143,0.26065,1.52237,0.81121,1.04642,0.003862,0.003862,0.003862
64,6928.24,1.608,0.94399,1.05956,0.79716,0.36855,0.452,0.2609,1.52223,0.80963,1.04628,0.003763,0.003763,0.003763
65,7103.28,1.61511,0.94702,1.06146,0.80137,0.3679,0.45235,0.26103,1.52239,0.80898,1.046,0.003664,0.003664,0.003664
66,7279.18,1.61211,0.94238,1.05919,0.80319,0.36774,0.45239,0.26115,1.52146,0.80815,1.04538,0.003565,0.003565,0.003565
67,7454.38,1.62465,0.95015,1.0632,0.80427,0.36694,0.45199,0.26112,1.52086,0.80771,1.04495,0.003466,0.003466,0.003466
68,7629.18,1.61123,0.94011,1.05844,0.8014,0.36759,0.45207,0.26133,1.52013,0.80675,1.04452,0.003367,0.003367,0.003367
69,7803.82,1.62204,0.95203,1.06106,0.80353,0.36757,0.45213,0.26148,1.51938,0.80565,1.04423,0.003268,0.003268,0.003268
70,7979.96,1.61476,0.946,1.05875,0.80465,0.36767,0.45244,0.26183,1.51903,0.8048,1.04407,0.003169,0.003169,0.003169
71,8154.43,1.62467,0.94617,1.05769,0.80541,0.36764,0.45306,0.26205,1.51806,0.80433,1.04364,0.00307,0.00307,0.00307
72,8330.46,1.61456,0.94248,1.05709,0.80478,0.36752,0.45332,0.2623,1.51745,0.80372,1.04323,0.002971,0.002971,0.002971
73,8505.31,1.59831,0.92917,1.05941,0.80626,0.36802,0.45358,0.26255,1.51683,0.80289,1.0429,0.002872,0.002872,0.002872
74,8679.82,1.61746,0.93724,1.05784,0.80889,0.36795,0.45376,0.26277,1.51617,0.80233,1.0428,0.002773,0.002773,0.002773
75,8854.37,1.60457,0.93243,1.05444,0.80678,0.3684,0.45404,0.26294,1.51582,0.80141,1.04262,0.002674,0.002674,0.002674
76,9029.02,1.61182,0.93367,1.05319,0.8091,0.36825,0.45426,0.26301,1.51563,0.80085,1.04228,0.002575,0.002575,0.002575
77,9203.26,1.60638,0.92859,1.05058,0.80688,0.36848,0.45457,0.26336,1.51546,0.80012,1.04202,0.002476,0.002476,0.002476
78,9378.3,1.60194,0.92951,1.05096,0.80657,0.36921,0.45491,0.26346,1.51516,0.79984,1.04185,0.002377,0.002377,0.002377
79,9552.73,1.60144,0.92283,1.04908,0.80365,0.36999,0.45515,0.26373,1.5154,0.79961,1.04178,0.002278,0.002278,0.002278
80,9726.48,1.59463,0.92241,1.05174,0.80492,0.36984,0.45531,0.26386,1.51502,0.79902,1.04159,0.002179,0.002179,0.002179
81,9900.44,1.58782,0.91695,1.0487,0.80545,0.37004,0.45568,0.26407,1.51431,0.79838,1.04122,0.00208,0.00208,0.00208
82,10075.5,1.58728,0.91544,1.04883,0.80565,0.36999,0.45585,0.26421,1.5144,0.79803,1.04099,0.001981,0.001981,0.001981
83,10250.6,1.58998,0.91035,1.049,0.80716,0.36984,0.45619,0.26444,1.51399,0.79744,1.04076,0.001882,0.001882,0.001882
84,10425,1.59349,0.91122,1.04744,0.8074,0.36982,0.45618,0.2645,1.51377,0.7971,1.04057,0.001783,0.001783,0.001783
85,10598.6,1.58796,0.91279,1.04839,0.80626,0.37044,0.45666,0.26481,1.51326,0.79709,1.04038,0.001684,0.001684,0.001684
86,10773.3,1.5937,0.91286,1.04567,0.80694,0.37047,0.45667,0.26485,1.51301,0.79663,1.04026,0.001585,0.001585,0.001585
87,10947.9,1.58709,0.90842,1.04983,0.80741,0.37064,0.4568,0.26497,1.51258,0.7963,1.03993,0.001486,0.001486,0.001486
88,11122.8,1.5895,0.90908,1.04482,0.80699,0.37059,0.45675,0.2651,1.51221,0.79592,1.03963,0.001387,0.001387,0.001387
89,11298.3,1.58581,0.90576,1.04353,0.8065,0.37062,0.45693,0.26542,1.51195,0.79546,1.03939,0.001288,0.001288,0.001288
90,11473.1,1.58132,0.90176,1.04447,0.80809,0.37057,0.45707,0.26539,1.51158,0.79516,1.03915,0.001189,0.001189,0.001189
91,11648.8,1.53927,0.86768,1.04762,0.81018,0.37041,0.45722,0.26551,1.51148,0.795,1.0391,0.00109,0.00109,0.00109
92,11824.5,1.53215,0.85655,1.04378,0.81076,0.37009,0.45735,0.26564,1.51118,0.79461,1.03907,0.000991,0.000991,0.000991
93,12000.4,1.52653,0.84724,1.04358,0.8121,0.36991,0.45748,0.26569,1.51104,0.79423,1.03888,0.000892,0.000892,0.000892
94,12175.6,1.52487,0.8505,1.0424,0.81214,0.36991,0.45774,0.26584,1.51099,0.79388,1.03878,0.000793,0.000793,0.000793
95,12351.8,1.52275,0.84505,1.0427,0.81163,0.37024,0.45809,0.26613,1.51061,0.7934,1.03865,0.000694,0.000694,0.000694
96,12528.8,1.51516,0.83572,1.03968,0.81054,0.37057,0.45806,0.26615,1.51027,0.79301,1.03852,0.000595,0.000595,0.000595
97,12705.8,1.51137,0.83542,1.04055,0.80982,0.37062,0.45816,0.2664,1.51015,0.79286,1.03848,0.000496,0.000496,0.000496
98,12882.1,1.51544,0.83336,1.03953,0.81035,0.37059,0.45817,0.26633,1.51009,0.79262,1.03836,0.000397,0.000397,0.000397
99,13060.1,1.51019,0.83431,1.03697,0.81039,0.37059,0.45811,0.26641,1.50984,0.79253,1.0382,0.000298,0.000298,0.000298
100,13236.1,1.50259,0.82605,1.03553,0.81262,0.37014,0.45827,0.26646,1.50969,0.79234,1.03807,0.000199,0.000199,0.000199
