epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,6748.37,1.55292,0.90469,1.11816,0.84666,0.60659,0.69121,0.38082,1.465,0.7795,1.12805,0.00505,0.00505,0.00505
52,6875.5,1.5541,0.90564,1.12075,0.84846,0.60664,0.6929,0.38216,1.46366,0.77891,1.12742,0.004951,0.004951,0.004951
53,7002.57,1.56097,0.90403,1.11874,0.84826,0.60679,0.69242,0.38149,1.46289,0.77739,1.12692,0.004852,0.004852,0.004852
54,7129.54,1.55113,0.90029,1.11661,0.84525,0.60871,0.69363,0.38298,1.46104,0.77748,1.12571,0.004753,0.004753,0.004753
55,7256.32,1.5492,0.89717,1.11633,0.84911,0.60718,0.69443,0.38421,1.46067,0.7764,1.12597,0.004654,0.004654,0.004654
56,7382.4,1.53901,0.88568,1.11308,0.85041,0.60676,0.69464,0.38395,1.46086,0.77486,1.1248,0.004555,0.004555,0.004555
57,7508.37,1.54116,0.88953,1.1153,0.85051,0.60757,0.69496,0.38391,1.46074,0.77373,1.12499,0.004456,0.004456,0.004456
58,7633.46,1.5399,0.8871,1.11277,0.85054,0.60858,0.69599,0.38446,1.45935,0.77239,1.12431,0.004357,0.004357,0.004357
59,7760.25,1.54454,0.88503,1.11084,0.84976,0.61046,0.69652,0.38516,1.45833,0.77114,1.12372,0.004258,0.004258,0.004258
60,7888.86,1.54894,0.89457,1.11111,0.84962,0.60988,0.69686,0.38557,1.4578,0.77019,1.12322,0.004159,0.004159,0.004159
61,8014.28,1.53271,0.88187,1.11116,0.84917,0.61015,0.69704,0.38558,1.45656,0.76823,1.12231,0.00406,0.00406,0.00406
62,8141.53,1.53551,0.87905,1.10956,0.85014,0.61038,0.69737,0.38604,1.45527,0.76626,1.12129,0.003961,0.003961,0.003961
63,8268.55,1.53287,0.88089,1.10839,0.85199,0.61072,0.69807,0.38648,1.45398,0.76542,1.12054,0.003862,0.003862,0.003862
64,8395.25,1.53191,0.87224,1.10484,0.85222,0.61016,0.69757,0.38649,1.45433,0.76519,1.12027,0.003763,0.003763,0.003763
65,8521.71,1.52891,0.87095,1.10588,0.85076,0.61102,0.698,0.38666,1.45406,0.76406,1.11981,0.003664,0.003664,0.003664
66,8648.7,1.54559,0.8799,1.10457,0.85172,0.61059,0.69837,0.38701,1.4537,0.7629,1.11911,0.003565,0.003565,0.003565
67,8777.54,1.52912,0.86571,1.10285,0.85087,0.61225,0.6988,0.38735,1.45308,0.76221,1.11851,0.003466,0.003466,0.003466
68,8903.96,1.53229,0.87268,1.10363,0.85189,0.61165,0.69922,0.38787,1.45239,0.76164,1.11814,0.003367,0.003367,0.003367
69,9030.44,1.52191,0.86516,1.10208,0.85395,0.61107,0.69966,0.38823,1.45193,0.76072,1.11798,0.003268,0.003268,0.003268
70,9157.18,1.52745,0.8701,1.10203,0.85153,0.61203,0.69977,0.38825,1.45151,0.75955,1.1175,0.003169,0.003169,0.003169
71,9283.24,1.51715,0.85652,1.09904,0.85191,0.61269,0.69982,0.38825,1.45136,0.75926,1.11699,0.00307,0.00307,0.00307
72,9414.39,1.53838,0.8664,1.09819,0.85035,0.61351,0.69985,0.38835,1.45089,0.75866,1.11654,0.002971,0.002971,0.002971
73,9540.11,1.51961,0.86024,1.10115,0.85382,0.61208,0.70017,0.3884,1.45053,0.7583,1.1163,0.002872,0.002872,0.002872
74,9666.78,1.51998,0.85563,1.09689,0.85297,0.61245,0.70012,0.38867,1.45016,0.75797,1.11611,0.002773,0.002773,0.002773
75,9792.68,1.51934,0.85608,1.09761,0.85108,0.61407,0.70081,0.38892,1.44992,0.75708,1.11595,0.002674,0.002674,0.002674
76,9920.31,1.52427,0.85934,1.09376,0.85133,0.6135,0.70073,0.38889,1.44987,0.75643,1.11593,0.002575,0.002575,0.002575
77,10047.9,1.51077,0.84439,1.09345,0.85116,0.61465,0.70148,0.38909,1.44962,0.75605,1.11563,0.002476,0.002476,0.002476
78,10175.4,1.51734,0.85091,1.09264,0.85119,0.61499,0.70182,0.38924,1.44946,0.7552,1.11544,0.002377,0.002377,0.002377
79,10304.1,1.51496,0.84933,1.09351,0.85131,0.61505,0.70204,0.38949,1.44888,0.75445,1.11488,0.002278,0.002278,0.002278
80,10430.9,1.51247,0.85477,1.09566,0.85182,0.61538,0.70225,0.38938,1.44853,0.75388,1.11454,0.002179,0.002179,0.002179
81,10556.3,1.50721,0.84491,1.09332,0.85151,0.61575,0.70256,0.38943,1.44846,0.75354,1.11429,0.00208,0.00208,0.00208
82,10683,1.50427,0.83799,1.08894,0.85246,0.61586,0.70281,0.38961,1.44832,0.75292,1.11399,0.001981,0.001981,0.001981
83,10810,1.50659,0.83857,1.092,0.85269,0.61608,0.70324,0.38953,1.44823,0.75265,1.11374,0.001882,0.001882,0.001882
84,10935.4,1.50443,0.83725,1.09074,0.85233,0.61695,0.70348,0.38987,1.44778,0.75199,1.11336,0.001783,0.001783,0.001783
85,11063.4,1.51049,0.84058,1.08866,0.85318,0.61672,0.70329,0.38984,1.44748,0.75166,1.11314,0.001684,0.001684,0.001684
86,11189.1,1.50654,0.8408,1.09017,0.85328,0.61694,0.70363,0.3899,1.44752,0.75118,1.11322,0.001585,0.001585,0.001585
87,11315.2,1.4999,0.83256,1.08907,0.85376,0.61679,0.70361,0.39001,1.44731,0.75107,1.11299,0.001486,0.001486,0.001486
88,11442.5,1.50595,0.83902,1.08831,0.8547,0.61687,0.70392,0.3902,1.44693,0.7507,1.11276,0.001387,0.001387,0.001387
89,11569.5,1.50353,0.83501,1.08594,0.85284,0.61797,0.70403,0.39028,1.44684,0.75005,1.11257,0.001288,0.001288,0.001288
90,11697.2,1.4898,0.82494,1.08397,0.85382,0.61756,0.70411,0.3903,1.44673,0.74979,1.11242,0.001189,0.001189,0.001189
91,11822.7,1.45623,0.79159,1.09728,0.85365,0.61759,0.70435,0.39047,1.44636,0.74945,1.11217,0.00109,0.00109,0.00109
92,11946,1.45915,0.78723,1.09547,0.85249,0.61788,0.70433,0.39063,1.44639,0.74905,1.11209,0.000991,0.000991,0.000991
93,1863.67,1.50533,0.8305,1.08727,0.85388,0.61739,0.70432,0.39065,1.44742,0.74884,1.10982,0.000892,0.000892,0.000892
94,4006.24,1.49057,0.82101,1.08522,0.85245,0.61825,0.70432,0.39059,1.44746,0.74885,1.10981,0.000793,0.000793,0.000793
95,6585.04,1.49623,0.82653,1.08696,0.85376,0.61754,0.70411,0.39059,1.44743,0.74871,1.10982,0.000694,0.000694,0.000694
96,8586.16,1.4861,0.8189,1.08572,0.85398,0.61727,0.70414,0.3907,1.44731,0.74857,1.10977,0.000595,0.000595,0.000595
97,9952.33,1.49419,0.82603,1.08837,0.85412,0.61762,0.70417,0.39072,1.44727,0.7487,1.10976,0.000496,0.000496,0.000496
98,1736.8,1.49868,0.8232,1.08466,0.85411,0.61787,0.70442,0.39076,1.44715,0.74842,1.1097,0.000397,0.000397,0.000397
99,3835.35,1.48319,0.81352,1.08182,0.85385,0.61799,0.70445,0.39071,1.44726,0.74868,1.10973,0.000298,0.000298,0.000298
100,445.132,1.49627,0.82049,1.08369,0.85402,0.61802,0.70428,0.39068,1.44617,0.74869,1.11195,0.000199,0.000199,0.000199
