epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,1621,1.59423,0.90482,1.13475,0.79189,0.49741,0.56754,0.29504,1.48756,0.78838,1.12397,0.008812,0.008812,0.008812
14,1726.29,1.5734,0.88575,1.12634,0.79281,0.50009,0.56914,0.29753,1.47548,0.77595,1.11815,0.008713,0.008713,0.008713
15,1832.23,1.57135,0.88457,1.12363,0.79432,0.50171,0.57398,0.30086,1.46725,0.77697,1.11568,0.008614,0.008614,0.008614
16,1938.49,1.56504,0.87033,1.11679,0.7997,0.51073,0.58244,0.30459,1.46462,0.75267,1.1147,0.008515,0.008515,0.008515
17,2044.35,1.55168,0.85883,1.11477,0.80208,0.51043,0.58409,0.30612,1.45293,0.75707,1.1075,0.008416,0.008416,0.008416
18,2150.33,1.54306,0.85096,1.11358,0.79665,0.51348,0.58491,0.30807,1.45142,0.74432,1.1057,0.008317,0.008317,0.008317
19,2255.98,1.54145,0.84625,1.10873,0.80668,0.51581,0.59015,0.31237,1.43971,0.74138,1.09988,0.008218,0.008218,0.008218
20,2363.01,1.52637,0.83854,1.10242,0.81029,0.51851,0.59289,0.312,1.44214,0.73466,1.1037,0.008119,0.008119,0.008119
21,2469.75,1.52662,0.83438,1.10465,0.80591,0.5203,0.59462,0.31352,1.43808,0.72174,1.10088,0.00802,0.00802,0.00802
22,2575.81,1.51968,0.82708,1.10083,0.80932,0.52386,0.59904,0.31716,1.4275,0.7172,1.09495,0.007921,0.007921,0.007921
23,2682.16,1.51473,0.82089,1.09404,0.80915,0.52504,0.59965,0.31805,1.42385,0.7136,1.09402,0.007822,0.007822,0.007822
24,2789.73,1.51456,0.81917,1.09664,0.80937,0.52675,0.60049,0.31776,1.42464,0.71034,1.09067,0.007723,0.007723,0.007723
25,2895.68,1.50344,0.81296,1.09183,0.80995,0.53111,0.60338,0.32214,1.41918,0.70313,1.08989,0.007624,0.007624,0.007624
26,3001.62,1.50509,0.81381,1.09669,0.81307,0.53262,0.60881,0.32356,1.41709,0.70224,1.09092,0.007525,0.007525,0.007525
27,3107.92,1.5056,0.81259,1.09188,0.81293,0.53338,0.60816,0.32311,1.41369,0.70011,1.08613,0.007426,0.007426,0.007426
28,3214.12,1.49385,0.80326,1.08827,0.81167,0.53257,0.60802,0.32338,1.41234,0.69837,1.08794,0.007327,0.007327,0.007327
29,3320.75,1.4943,0.79878,1.08652,0.81648,0.53653,0.61157,0.32616,1.4041,0.69186,1.08213,0.007228,0.007228,0.007228
30,3427.96,1.48345,0.7941,1.08551,0.81061,0.54068,0.61391,0.32735,1.40251,0.68566,1.08242,0.007129,0.007129,0.007129
31,3533.69,1.4896,0.79353,1.08537,0.82077,0.53886,0.61588,0.32986,1.40153,0.68419,1.0771,0.00703,0.00703,0.00703
32,3638.4,1.49185,0.79222,1.08189,0.81842,0.54278,0.6159,0.32925,1.40079,0.68232,1.07685,0.006931,0.006931,0.006931
33,3744.37,1.47735,0.78554,1.08217,0.82001,0.54225,0.61933,0.33273,1.39585,0.67828,1.0789,0.006832,0.006832,0.006832
34,3850.82,1.47017,0.78144,1.08219,0.82022,0.54283,0.61957,0.33187,1.39211,0.67363,1.07672,0.006733,0.006733,0.006733
35,3956.97,1.4777,0.78068,1.07925,0.82768,0.54272,0.62127,0.33346,1.38975,0.67203,1.07317,0.006634,0.006634,0.006634
36,4062.46,1.47051,0.77564,1.07668,0.82117,0.54474,0.62356,0.33529,1.38892,0.66974,1.07402,0.006535,0.006535,0.006535
37,4168.58,1.47024,0.77673,1.07527,0.8265,0.5457,0.62472,0.33665,1.38478,0.66558,1.07193,0.006436,0.006436,0.006436
38,4274.21,1.46423,0.77408,1.07717,0.82477,0.54556,0.62396,0.33565,1.3811,0.66393,1.07219,0.006337,0.006337,0.006337
39,4378.9,1.46472,0.77076,1.0747,0.82633,0.54862,0.62715,0.33758,1.38042,0.66489,1.07009,0.006238,0.006238,0.006238
40,4484.99,1.46248,0.77028,1.07066,0.8296,0.54693,0.62801,0.33962,1.3772,0.65924,1.06863,0.006139,0.006139,0.006139
41,4594.03,1.45421,0.76357,1.07264,0.83422,0.54885,0.63038,0.34032,1.37678,0.65572,1.069,0.00604,0.00604,0.00604
42,4701.24,1.464,0.76837,1.07579,0.82696,0.55315,0.62991,0.33943,1.37809,0.65579,1.06728,0.005941,0.005941,0.005941
43,4809.13,1.45806,0.75976,1.06959,0.82229,0.55346,0.63082,0.34043,1.37446,0.6536,1.06584,0.005842,0.005842,0.005842
44,4915.69,1.45288,0.75982,1.0681,0.82122,0.55577,0.63217,0.34146,1.37324,0.6522,1.06335,0.005743,0.005743,0.005743
45,5021.88,1.45134,0.7567,1.06626,0.81979,0.55522,0.63133,0.34139,1.37044,0.64894,1.06231,0.005644,0.005644,0.005644
46,5128.28,1.45135,0.7574,1.06325,0.82091,0.55705,0.63294,0.34227,1.36642,0.64756,1.06194,0.005545,0.005545,0.005545
47,5235.47,1.45072,0.75205,1.06208,0.82507,0.55792,0.63428,0.34282,1.36805,0.6473,1.06249,0.005446,0.005446,0.005446
48,5343.2,1.44724,0.75227,1.06061,0.82842,0.55776,0.63455,0.34327,1.36777,0.64729,1.06126,0.005347,0.005347,0.005347
49,5450.01,1.45952,0.76228,1.0592,0.82714,0.55915,0.63481,0.34288,1.37706,0.65386,1.06041,0.005248,0.005248,0.005248
50,5556.44,1.47556,0.77528,1.0537,0.83031,0.55744,0.63483,0.34406,1.38427,0.6654,1.0566,0.005149,0.005149,0.005149
51,5661.84,1.45756,0.76765,1.04903,0.83033,0.55973,0.63746,0.34615,1.38418,0.66682,1.05299,0.00505,0.00505,0.00505
52,5767.48,1.46182,0.77177,1.04907,0.83473,0.55839,0.63903,0.34669,1.3839,0.66538,1.05054,0.004951,0.004951,0.004951
53,5874.04,1.46457,0.7678,1.0465,0.83186,0.5596,0.63929,0.34662,1.38396,0.66393,1.049,0.004852,0.004852,0.004852
54,5979.78,1.45713,0.76621,1.04446,0.83021,0.56192,0.64045,0.34749,1.38304,0.66276,1.04853,0.004753,0.004753,0.004753
55,6085.65,1.45599,0.76405,1.04368,0.83149,0.56227,0.64096,0.34816,1.38188,0.66122,1.04771,0.004654,0.004654,0.004654
56,6191.21,1.45193,0.7583,1.04223,0.83325,0.56313,0.64178,0.34811,1.38217,0.66069,1.04666,0.004555,0.004555,0.004555
57,6297.76,1.44358,0.75432,1.04042,0.83722,0.56101,0.64134,0.34798,1.38184,0.6597,1.04628,0.004456,0.004456,0.004456
58,6403.32,1.44387,0.75558,1.03876,0.83639,0.56283,0.64276,0.34908,1.37968,0.65772,1.04488,0.004357,0.004357,0.004357
59,6509.49,1.45038,0.75509,1.0356,0.83626,0.56315,0.64343,0.34959,1.37909,0.65649,1.04397,0.004258,0.004258,0.004258
60,6615.76,1.45688,0.76221,1.03617,0.83762,0.56255,0.64404,0.35026,1.37853,0.65514,1.04294,0.004159,0.004159,0.004159
61,6720.8,1.43893,0.75031,1.03837,0.83875,0.56348,0.645,0.35126,1.37657,0.65282,1.04208,0.00406,0.00406,0.00406
62,6826.27,1.43949,0.74875,1.03649,0.83754,0.56446,0.64541,0.35153,1.3758,0.65116,1.0413,0.003961,0.003961,0.003961
63,6932.06,1.43464,0.74742,1.03556,0.83819,0.56542,0.64636,0.35203,1.37484,0.65019,1.0411,0.003862,0.003862,0.003862
64,7038.5,1.43601,0.74461,1.0319,0.84004,0.56436,0.64632,0.35182,1.37499,0.65016,1.04099,0.003763,0.003763,0.003763
65,7143.73,1.43603,0.74126,1.03215,0.84141,0.56449,0.64733,0.35214,1.37396,0.64885,1.03966,0.003664,0.003664,0.003664
66,7249.24,1.45026,0.74885,1.03129,0.83897,0.56572,0.64735,0.35248,1.37313,0.64824,1.03871,0.003565,0.003565,0.003565
67,7355.59,1.43195,0.73886,1.02791,0.84141,0.56555,0.64825,0.35286,1.37219,0.64763,1.03814,0.003466,0.003466,0.003466
68,7461.57,1.43758,0.74151,1.03158,0.83898,0.56676,0.64862,0.35308,1.37146,0.64667,1.03752,0.003367,0.003367,0.003367
69,7567.66,1.4255,0.73572,1.02656,0.83889,0.56794,0.64913,0.35346,1.37056,0.64592,1.03684,0.003268,0.003268,0.003268
70,7673.34,1.42895,0.73865,1.02707,0.83729,0.56921,0.64977,0.35383,1.37039,0.64539,1.03638,0.003169,0.003169,0.003169
71,7778.72,1.42157,0.72982,1.02691,0.83929,0.56822,0.64972,0.35415,1.36956,0.64427,1.03587,0.00307,0.00307,0.00307
72,7884.67,1.43824,0.73559,1.02594,0.8404,0.56923,0.65062,0.35465,1.36896,0.64394,1.0355,0.002971,0.002971,0.002971
73,7990.2,1.41951,0.7301,1.02606,0.84025,0.56921,0.65028,0.35456,1.36922,0.64294,1.03551,0.002872,0.002872,0.002872
74,8095.76,1.41899,0.7272,1.02301,0.84048,0.5693,0.65079,0.35475,1.36898,0.64227,1.03542,0.002773,0.002773,0.002773
75,8202.46,1.4228,0.72889,1.02457,0.84044,0.56933,0.65101,0.35485,1.36926,0.64161,1.03526,0.002674,0.002674,0.002674
76,8308.17,1.42514,0.72751,1.02156,0.84038,0.56965,0.65154,0.35504,1.3692,0.6412,1.03513,0.002575,0.002575,0.002575
77,8413.47,1.41231,0.71658,1.02234,0.84031,0.56948,0.65142,0.3552,1.3688,0.64073,1.0348,0.002476,0.002476,0.002476
78,8520.14,1.41804,0.72041,1.01945,0.84072,0.56935,0.65154,0.35545,1.36853,0.64029,1.03434,0.002377,0.002377,0.002377
79,8625.21,1.41292,0.71906,1.02219,0.84032,0.57018,0.65215,0.35574,1.368,0.63988,1.03414,0.002278,0.002278,0.002278
80,8730.84,1.41367,0.72285,1.0216,0.84074,0.56996,0.65219,0.35601,1.36783,0.63942,1.0339,0.002179,0.002179,0.002179
81,8836.62,1.40998,0.71607,1.02144,0.83989,0.57049,0.65221,0.35607,1.36748,0.63898,1.03373,0.00208,0.00208,0.00208
82,8941.44,1.40459,0.71205,1.01594,0.84019,0.57061,0.65239,0.35635,1.36737,0.63867,1.03352,0.001981,0.001981,0.001981
83,9047.37,1.40707,0.7131,1.01918,0.84157,0.57033,0.65249,0.35643,1.36714,0.63802,1.03341,0.001882,0.001882,0.001882
84,9153.8,1.40286,0.70955,1.01761,0.84026,0.57085,0.65249,0.35652,1.36711,0.63786,1.03333,0.001783,0.001783,0.001783
85,9260.51,1.40722,0.71004,1.01447,0.84162,0.57051,0.65294,0.35666,1.36692,0.63725,1.03323,0.001684,0.001684,0.001684
86,9365.6,1.40687,0.71179,1.01728,0.84078,0.57124,0.65321,0.35682,1.36667,0.63688,1.03311,0.001585,0.001585,0.001585
87,9471.03,1.39932,0.70603,1.01692,0.84074,0.57144,0.65332,0.35687,1.36636,0.63683,1.03297,0.001486,0.001486,0.001486
88,9576.54,1.40497,0.71087,1.01297,0.84106,0.57172,0.65347,0.35703,1.36617,0.63628,1.03291,0.001387,0.001387,0.001387
89,9681.82,1.39969,0.70571,1.0132,0.84096,0.57199,0.65367,0.35721,1.36611,0.63593,1.03286,0.001288,0.001288,0.001288
90,9787.04,1.38684,0.69868,1.01249,0.84153,0.57217,0.65372,0.35725,1.36608,0.63565,1.03276,0.001189,0.001189,0.001189
91,9893.13,1.3651,0.67371,1.01802,0.8435,0.57154,0.65385,0.35746,1.36572,0.63526,1.03265,0.00109,0.00109,0.00109
92,9997.95,1.36659,0.66735,1.01826,0.84166,0.57177,0.65384,0.35771,1.3657,0.63495,1.03262,0.000991,0.000991,0.000991
93,10102,1.36035,0.66389,1.01261,0.84196,0.5719,0.65404,0.35776,1.36556,0.63468,1.0324,0.000892,0.000892,0.000892
94,10206.3,1.35611,0.66016,1.01265,0.8424,0.5718,0.65423,0.35799,1.36531,0.6344,1.03227,0.000793,0.000793,0.000793
95,10310.4,1.35511,0.65808,1.00886,0.84273,0.57172,0.65416,0.35799,1.36542,0.63435,1.03224,0.000694,0.000694,0.000694
96,10415.3,1.34669,0.65403,1.00855,0.84151,0.5721,0.65419,0.35816,1.36533,0.63416,1.03211,0.000595,0.000595,0.000595
97,10519,1.34834,0.65256,1.00919,0.84287,0.57146,0.65433,0.35836,1.36522,0.63382,1.03197,0.000496,0.000496,0.000496
98,10623,1.34806,0.65058,1.0076,0.84273,0.57164,0.65436,0.35832,1.36518,0.63355,1.03192,0.000397,0.000397,0.000397
99,10727,1.34126,0.647,1.00865,0.84405,0.57147,0.6548,0.35855,1.36519,0.63356,1.0319,0.000298,0.000298,0.000298
100,10831.2,1.34367,0.64694,1.00695,0.84398,0.57129,0.65477,0.35863,1.36504,0.63345,1.03176,0.000199,0.000199,0.000199
